project,month,days_t,net_tvl,borrowed,supply,util,days_f,fees,revenue,holders_rev,supply_side_rev,protocol_rev,ann,rev_to_supply,rev_to_borrow,fees_to_borrow,take,passthru,holders_share
venus-core-pool,2026-07,31,1034292605,381080137,1415372742,0.2692,31,856382,200198,73475,656192,126737,11.774193548387096,0.16654058185896586,0.6185496884084515,2.645954601237807,23.377184480757418,76.62374968180087,36.701165845812646
venus-core-pool,2026-08,31,1133098252,413652232,1546750483,0.2674,31,1031574,345853,109952,685706,235909,11.774193548387096,0.26327065716457404,0.9844356796049688,2.9362713399994105,33.526727117976996,66.47181879341666,31.79154149306208
fluid-lending,2024-02,10,19301496,20964207,40265704,0.5206,7,6129,990,0,6129,0,52.142857142857146,0.1282019769763086,0.24623601823540747,1.524424803802841,16.152716593245227,100.0,0.0
fluid-lending,2024-03,31,71278311,89297803,160576114,0.5561,31,604534,2475,0,582795,0,11.774193548387096,0.018147860417308433,0.032633646129298456,7.970969143082551,0.40940625341171877,96.40400705336673,0.0
fluid-lending,2024-04,30,145427346,199275506,344702852,0.5781,30,3952111,69631,0,3855005,51843,12.166666666666666,0.2457702806203259,0.42512859892909605,24.12941667134277,1.7618685305144517,97.54293338420909,0.0
fluid-lending,2024-05,31,310133334,285613299,595746633,0.4794,31,3785545,319314,0,3200162,295592,11.774193548387096,0.6310845299749562,1.3163479613425413,15.6056246933127,8.435086625571747,84.53636134295061,0.0
fluid-lending,2024-06,30,402870298,350670442,753540741,0.4654,30,3751646,322053,0,3291004,310009,12.166666666666666,0.519986682445349,1.117377181165443,13.016502352751285,8.58431205929344,87.72160273117453,0.0
fluid-lending,2024-07,31,371343081,319449878,690792959,0.4624,31,1585091,165373,0,1295591,149166,11.774193548387096,0.2818693624926509,0.6095271414307503,5.842283723084237,10.433028766171784,81.73606436475886,0.0
fluid-lending,2024-08,31,365553920,298530523,664084442,0.4495,31,1145756,110154,0,1009873,107287,11.774193548387096,0.19530265040135245,0.4344529005260317,4.518919126814314,9.614088863597486,88.14031957938688,0.0
fluid-lending,2024-09,30,395459274,342350848,737810121,0.464,30,1011258,101950,0,850689,94826,12.166666666666666,0.16811800643036537,0.362315932299565,3.5938684165315697,10.08150244546891,84.12185614353606,0.0
fluid-lending,2024-10,31,411309677,335106110,746415787,0.449,31,1195066,123300,0,1071768,123300,11.774193548387096,0.19449723462455773,0.4332233943798067,4.198950113770463,10.317421799298113,89.68274555547559,0.0
fluid-lending,2024-11,30,495438071,475540372,970978443,0.4898,30,2349690,334115,0,1953335,326819,12.166666666666666,0.41865665119955014,0.8548308561556438,6.01166518833442,14.219535342960135,83.13160459464865,0.0
fluid-lending,2024-12,31,671386034,646456418,1317842452,0.4905,31,3973410,568423,0,3404981,568423,11.774193548387096,0.5078545169946338,1.035293676882459,7.236945459035843,14.305671954316319,85.69417704188594,0.0
fluid-lending,2025-01,31,769444809,721016118,1490460928,0.4838,31,4010852,430392,0,3356464,405128,11.774193548387096,0.33999674962814047,0.7028301563818049,6.549721505939411,10.730687644420685,83.68456377846901,0.0
fluid-lending,2025-02,28,857211490,713012675,1570224164,0.4541,28,3228031,459019,0,2769017,459019,13.035714285714286,0.3810691920872953,0.8392053529362975,5.901674864535694,14.219782895517422,85.78037199766669,0.0
fluid-lending,2025-03,31,797507520,631133524,1428641043,0.4418,31,2196782,213858,0,1982918,213858,11.774193548387096,0.1762517951033672,0.3989655735465207,4.0982352335974,9.735057916534275,90.264668956683,0.0
fluid-lending,2025-04,30,756755507,570310398,1327065905,0.4298,30,1836337,207020,0,1629303,207020,12.166666666666666,0.18979790859243972,0.44164429443443765,3.917533372180716,11.273529858626167,88.72570775407782,0.0
fluid-lending,2025-05,31,926719072,800996375,1727715447,0.4636,31,4381562,340069,0,4041495,340069,11.774193548387096,0.23175333836130546,0.49988219057875904,6.440648252903525,7.7613645544671055,92.23868109135509,0.0
fluid-lending,2025-06,30,988900898,980259063,1969159961,0.4978,30,4207197,367531,0,3839678,367531,12.166666666666666,0.22708298234927735,0.45616789841061295,5.221840371803836,8.735768731533131,91.26451649399826,0.0
fluid-lending,2025-07,31,1165786363,1137055913,2302842276,0.4938,31,4125921,560565,0,3565356,560565,11.774193548387096,0.28661106647373413,0.58046405027152,4.2723837820062265,13.58642106816878,86.41357893183122,0.0
fluid-lending,2025-08,31,1355594606,1408118904,2763713509,0.5095,31,5575804,672553,0,4903252,672553,11.774193548387096,0.2865264133840577,0.5623650936759519,4.662290613198881,12.061991418636667,87.93802651599661,0.0
fluid-lending,2025-09,30,1508399581,1558941226,3067340807,0.5082,30,6254614,967603,0,5287007,967603,12.166666666666666,0.3838016023456068,0.7551601670624282,4.881377334662048,15.470227259427999,84.52970878778451,0.0
fluid-lending,2025-10,31,2180957125,2021537305,4202494430,0.481,31,8734804,1058161,1650393,7676632,1058161,11.774193548387096,0.2964666016072468,0.6163127629917686,5.0874783586160826,12.114307315882531,87.88556675112572,155.96804267025527
fluid-lending,2025-11,30,1762678586,1608317112,3370995699,0.4771,30,7496852,889808,892451,6607051,889808,12.166666666666666,0.3211513244156569,0.6731257941955748,5.671250940053004,11.869088518754271,88.13100485377062,100.2970303705968
fluid-lending,2025-12,31,1593470165,1493633048,3087103213,0.4838,31,5366650,725449,669961,4641195,725449,11.774193548387096,0.27668582312099943,0.571865823866256,4.230488598994337,13.51772521032674,86.48216298808381,92.35121972736884
fluid-lending,2026-01,31,1567695403,1450958033,3018653436,0.4807,31,5101906,821420,729271,4280479,821420,11.774193548387096,0.32039312460233443,0.6665635976058675,4.1400803705862534,16.100257433202415,83.89960536317211,88.78174380950063
fluid-lending,2026-02,28,1216403445,1014023533,2230426978,0.4546,28,3121325,576679,319207,2544639,576679,13.035714285714286,0.33703962302824286,0.7413459780692712,4.0125992709931655,18.47545513523904,81.52432060102682,55.35263118650063
fluid-lending,2026-03,31,947175713,879050000,1826225713,0.4813,31,2765345,445100,484025,2320240,445100,11.774193548387096,0.28696855547926986,0.5961769578962626,3.7039653328097963,16.095640869403276,83.90417832133062,108.74522579195687
fluid-lending,2026-04,30,762500867,817015120,1579515987,0.5173,30,3165847,492542,0,2673307,492542,12.166666666666666,0.3793943450180054,0.7334741042899344,4.7144543869233,15.557984956316586,84.4420782179303,0.0
fluid-lending,2026-05,31,807204307,825535744,1632740051,0.5056,31,3044015,412770,0,2631244,412770,11.774193548387096,0.29766121483889185,0.588712712476777,4.341522706277095,13.560051445212984,86.43991570343773,0.0
fluid-lending,2026-06,30,598193306,673165958,1271359264,0.5295,30,2976355,372590,0,2603761,372590,12.166666666666666,0.35656155279593205,0.6734117017446288,5.379404400402948,12.51833198660778,87.48153362082144,0.0
fluid-lending,2026-07,31,640017490,740969604,1380987094,0.5366,31,3267646,360441,0,2907209,360441,11.774193548387096,0.307309323542034,0.5727498231862954,5.19237175775066,11.030601234038203,88.96952117824269,0.0
fluid-lending,2026-08,31,694086253,785552679,1479638932,0.5309,31,3284157,388962,0,2895190,388962,11.774193548387096,0.30951563735738075,0.5829925851437064,4.9224324727037585,11.843587258465414,88.15626049546353,0.0
euler-v2,2024-08,3,3510333,2650,3512983,0.0008,2,11,1,0,10,1,182.5,0.0051950151765607746,6.886792452830188,75.75471698113208,9.090909090909092,90.9090909090909,0.0
euler-v2,2024-09,27,4575533,1292764,5868297,0.2203,30,2092,176,0,1915,176,12.166666666666666,0.03648985955096228,0.16563992602929328,1.9688563934845544,8.413001912045889,91.53919694072657,0.0
euler-v2,2024-10,31,7531037,3887993,11419030,0.3405,31,11225,869,95,10352,869,11.774193548387096,0.08960283135737787,0.26316339030313035,3.399319972557696,7.741648106904233,92.22271714922049,10.93210586881473
euler-v2,2024-11,30,35509347,20049243,55558590,0.3609,30,73478,6301,3374,67176,6301,12.166666666666666,0.13798436329407684,0.3823693825580679,4.458933104523364,8.575355888837475,91.42328315958518,53.54705602285351
euler-v2,2024-12,31,70143114,48586158,118729272,0.4092,31,409798,26415,18712,383383,26415,11.774193548387096,0.2619533644412855,0.6401315423636608,9.930896301250936,6.445858691355253,93.55414130864474,70.83853870906682
euler-v2,2025-01,31,137516997,100691772,238208769,0.4227,31,1055918,43657,39074,1012261,43657,11.774193548387096,0.21578801229686695,0.5104945096625526,12.347168647728045,4.1345066567669075,95.86549334323308,89.50225622466043
euler-v2,2025-02,28,206195798,146791336,352987134,0.4159,28,898255,38872,27728,859384,38872,13.035714285714286,0.1435531884610519,0.3452004045485939,7.976898265790215,4.327501655988556,95.67260967097316,71.33154970158469
euler-v2,2025-03,31,438617925,366366145,804984070,0.4551,31,1902940,86327,64265,1816625,86327,11.774193548387096,0.1262671951323972,0.27743578939358954,6.115626178004996,4.536506668628544,95.4641239345434,74.44368505797723
euler-v2,2025-04,30,655114471,558105960,1213220431,0.46,30,2454285,120181,98852,2334087,120181,12.166666666666666,0.12052238235564848,0.2619936484223653,5.350322275719829,4.896782566001911,95.10252476790593,82.25260232482671
euler-v2,2025-05,31,891223728,814159682,1705383411,0.4774,31,4383468,213598,173564,4169884,213598,11.774193548387096,0.1474708958306143,0.30890060625089844,6.339272477651538,4.872808470370948,95.12751091145185,81.25731514340022
euler-v2,2025-06,30,1054312284,995060241,2049372525,0.4855,30,5080274,217224,165730,4863052,217224,12.166666666666666,0.12896103406090115,0.2656012059474899,6.211684256544759,4.275832366521963,95.7242070014334,76.29451625971348
euler-v2,2025-07,31,1138195076,1289858878,2428053953,0.5312,31,7247310,301095,238619,6946226,301095,11.774193548387096,0.14600790901171595,0.2748479594875194,6.6155478014364055,4.154575973706106,95.8455758067476,79.25040269682326
euler-v2,2025-08,31,1314553281,1426414160,2740967442,0.5204,31,8479473,345778,243452,8133692,345778,11.774193548387096,0.14853358104113495,0.28541900458799385,6.999296493966561,4.07782417610151,95.9221404443413,70.40702416001018
euler-v2,2025-09,30,1584632726,1510307914,3094940639,0.488,30,9875314,643722,495289,9231577,643722,12.166666666666666,0.2530565821298132,0.5185665073592404,7.955308487290802,6.518496525781357,93.48135158031431,76.941443666676
euler-v2,2025-10,31,1820185427,1734774697,3554960124,0.488,31,11612861,818808,712649,10794054,818808,11.774193548387096,0.271193024244672,0.5557380959982806,7.881834644059034,7.050872304421796,92.94913630672063,87.03493370851287
euler-v2,2025-11,30,1112815241,1302601250,2415416491,0.5393,30,8547831,534021,360064,8013802,534021,12.166666666666666,0.2689911046069777,0.4987908233620995,7.983917603334098,6.247444527155485,93.7524618818505,67.4250638083521
euler-v2,2025-12,31,1022345641,1119352348,2141697989,0.5226,31,4983098,303777,169496,4679295,303777,11.774193548387096,0.16700436811907501,0.31953559573436363,5.241598896666686,6.096147416727506,93.90333081950224,55.79619260180988
euler-v2,2026-01,31,863054546,966631190,1829685736,0.5283,31,3928885,233523,115955,3695369,233523,11.774193548387096,0.1502741670824284,0.2844461288281004,4.785636227955238,5.9437473990712375,94.05643076852593,49.654637872929
euler-v2,2026-02,28,532608156,764102717,1296710874,0.5893,28,2815175,160464,130983,2654599,160464,13.035714285714286,0.16131297262051472,0.2737541446463483,4.802733473893107,5.6999653662738545,94.29605619544078,81.62765480107687
euler-v2,2026-03,31,511196405,781388860,1292585265,0.6045,31,2679023,153394,88310,2525221,153394,11.774193548387096,0.13972700247060996,0.2311385198352188,4.036829412001169,5.7257440492298874,94.25902651824939,57.57070028814686
euler-v2,2026-04,30,444198923,783452652,1227651575,0.6382,30,2716086,155335,46891,2560571,155335,12.166666666666666,0.1539450773454729,0.24122825570149026,4.217959172853754,5.719075169195674,94.27429764742354,30.187015160781538
euler-v2,2026-05,31,355031161,737559594,1092590754,0.6751,31,2335444,99753,0,2235396,99753,11.774193548387096,0.10749780965401232,0.15924287862117592,3.728236999574485,4.271264907229632,95.71610366165919,0.0
euler-v2,2026-06,30,276291005,660475864,936766869,0.7051,30,2069923,62281,0,2007757,62281,12.166666666666666,0.0808901543962126,0.11472821460538135,3.8130179374225652,3.008855884977364,96.99669987724181,0.0
euler-v2,2026-07,31,304978984,592174031,897153015,0.6601,31,2195210,68053,0,2127086,68053,11.774193548387096,0.08931243390497741,0.13530974875667706,4.364735038398676,3.1000678750552337,96.89669781023228,0.0
euler-v2,2026-08,31,359120784,591311992,950432776,0.6222,22,1634857,51840,1,1583016,51840,16.59090909090909,0.09049274698758149,0.14545159558893694,4.5870478242620125,3.170919536081749,96.82901929648892,0.0019290123456790122
moonwell-lending,2024-06,30,123935444,153549447,277484891,0.5534,30,860708,175622,10226,685089,165396,12.166666666666666,0.7700362804017798,1.391561073699818,6.819918624215776,20.40436477876353,79.59598377149975,5.822732915010648
moonwell-lending,2024-07,31,110388290,131115477,241503767,0.5429,31,1042104,259678,0,782428,259678,11.774193548387096,1.266025400033642,2.3319131365842223,9.358112767685228,24.91862616399131,75.08156575543325,0.0
moonwell-lending,2024-08,31,86501711,93609514,180111225,0.5197,31,974092,266488,0,707600,266488,11.774193548387096,1.7420798122507803,3.3518828976321577,12.252117601994476,27.35758018749769,72.64200917367148,0.0
moonwell-lending,2024-09,30,88312606,99606688,187919294,0.5301,30,707767,178208,0,529550,178208,12.166666666666666,1.1537917619748683,2.176758786853081,8.645167648448131,25.178907747888786,74.8198206471904,0.0
moonwell-lending,2024-10,31,121881681,155182039,277063720,0.5601,31,865251,199497,0,665754,199497,11.774193548387096,0.8477891982113647,1.5136521632652218,6.56495610418902,23.056546597461313,76.94345340253868,0.0
moonwell-lending,2024-11,30,177155990,280659835,457815825,0.613,30,1395829,241221,0,1154607,241221,12.166666666666666,0.6410559311705749,1.045698434191697,6.0509499575052,17.281558127822247,82.7183702301643,0.0
moonwell-lending,2024-12,31,210624772,302363255,512988027,0.5894,31,2063508,377006,0,1686505,377006,11.774193548387096,0.8653109583984939,1.4680823610339904,8.035415077352953,18.270149667459492,81.72999571603309,0.0
moonwell-lending,2025-01,31,183150264,252286545,435436809,0.5794,31,1734267,331156,0,1403116,331156,11.774193548387096,0.8954444727959775,1.5455024915061075,8.093810679670073,19.09486832189046,80.90541998435073,0.0
moonwell-lending,2025-02,28,147585198,193525359,341110557,0.5673,28,1699004,418846,0,1280161,418846,13.035714285714286,1.6006413972447902,2.8213133482492525,11.44435583467163,24.652443431563434,75.34773314247641,0.0
moonwell-lending,2025-03,31,122035204,144491707,266526911,0.5421,31,670330,136928,0,533403,136928,11.774193548387096,0.6048983076960467,1.1157849870190462,5.462317059684485,20.426953888383334,79.57319529187117,0.0
moonwell-lending,2025-04,30,112083232,137670598,249753830,0.5512,30,744170,166006,0,578169,166006,12.166666666666666,0.8086921696722995,1.4670813492556098,6.576617276939069,22.307537256272088,77.69313463321554,0.0
moonwell-lending,2025-05,31,152018726,198043334,350062060,0.5657,31,737849,124028,0,613828,124028,11.774193548387096,0.41716308171738314,0.7373788594264701,4.386705050867237,16.809401381583495,83.19154732201304,0.0
moonwell-lending,2025-06,30,161208782,217500817,378709599,0.5743,30,795158,132761,0,662398,132761,12.166666666666666,0.4265164753147261,0.7426449498501577,4.447993560103884,16.69617862110423,83.30394714006525,0.0
moonwell-lending,2025-07,31,183032539,231922675,414955214,0.5589,31,821717,121863,0,699854,121863,11.774193548387096,0.34578154460473814,0.6186710930214551,4.17167273532008,14.830288286599888,85.1697117134001,0.0
moonwell-lending,2025-08,31,203099105,208841950,411941054,0.507,31,1336844,266511,0,1070339,266511,11.774193548387096,0.7617478438490847,1.5025487440498393,7.536924454114703,19.935833949211727,80.06461486904979,0.0
moonwell-lending,2025-09,30,188236226,167289653,355525879,0.4705,30,953291,169221,0,784076,169221,12.166666666666666,0.5791014442580142,1.230712995740388,6.9331089074189975,17.751242799942517,82.24938659863568,0.0
moonwell-lending,2025-10,31,172168218,135386184,307554401,0.4402,31,2162143,557294,0,1604850,557294,11.774193548387096,2.13350464113659,4.846644779761898,18.803610094579756,25.77507593161044,74.22497031879945,0.0
moonwell-lending,2025-11,30,112438233,79754215,192192448,0.415,30,836971,180067,0,656904,180067,12.166666666666666,1.139906999190034,2.7469584731874876,12.768161741253007,21.51412653485007,78.48587346514992,0.0
moonwell-lending,2025-12,31,87584577,66809166,154393743,0.4327,31,312284,60901,0,251376,60901,11.774193548387096,0.4644360239976322,1.0732960822925444,5.503574551528627,19.501799643913873,80.4959588067272,0.0
moonwell-lending,2026-01,31,87829712,63458105,151287816,0.4195,31,412097,99793,0,312306,99793,11.774193548387096,0.7766534859450899,1.8515871168453477,7.646162517317019,24.21590062533821,75.78458469729215,0.0
moonwell-lending,2026-02,28,56692381,37974185,94666566,0.4011,28,1285580,356428,0,929150,356428,13.035714285714286,4.908061808673373,12.235400368509744,44.131173773521596,27.725073507677468,72.27477092051836,0.0
moonwell-lending,2026-03,31,48869377,31912882,80782259,0.395,31,219214,55774,0,163430,55774,11.774193548387096,0.8129184292404374,2.0577704983452825,8.087856385130396,25.442718074575527,74.55272017298165,0.0
moonwell-lending,2026-04,30,47048022,32523323,79571346,0.4087,30,196096,50486,0,145616,50486,12.166666666666666,0.7719441283968392,1.8886333765259264,7.335765372642477,25.74555319843342,74.25750652741515,0.0
moonwell-lending,2026-05,31,48732401,33976752,82709152,0.4108,31,130921,29047,0,101873,29047,11.774193548387096,0.41350321183319594,1.006585326343142,4.536893913663045,22.18666218559284,77.81257399500461,0.0
moonwell-lending,2026-06,30,45700377,29928857,75629234,0.3957,30,201182,44796,0,156380,44796,12.166666666666666,0.7206446121085929,1.8210451538460022,8.178442408720564,22.266405543239454,77.73061208259188,0.0
moonwell-lending,2026-07,31,48230122,31673844,79903966,0.3964,31,145894,23361,0,122524,23361,11.774193548387096,0.34423439693077434,0.8684040228393844,5.423352446732979,16.012310307483517,83.98152083019178,0.0
moonwell-lending,2026-08,31,44192076,32579130,76771206,0.4244,31,405604,68027,0,337582,68027,11.774193548387096,1.0433118173448115,2.4585158183049365,14.658648036334917,16.771777398644982,83.22945533081528,0.0
