project,month,days_t,net_tvl,borrowed,supply,util,days_f,fees,revenue,holders_rev,supply_side_rev,protocol_rev,ann,rev_to_supply,rev_to_borrow,fees_to_borrow,take,passthru,holders_share
aave-v3,2026-06,30,12088535465,9833804383,21922339848,0.4486,30,39812574,4933720,576548,34878857,4933720,12.166666666666666,0.273816239885283,0.6104140811509029,4.925726586928794,12.39236629111195,87.60764124419586,11.685867864410628
aave-v3,2026-07,31,13308966052,10407601317,23716567369,0.4388,31,29051259,3777704,0,25273512,3777704,11.774193548387096,0.18754576652039162,0.4273743460163342,3.286589636476585,13.003581015197998,86.99627097056276,0.0
aave-v3,2026-08,31,15215111387,11489283375,26704394762,0.4302,31,32386035,4423235,0,27962807,4423235,11.774193548387096,0.1950241728530361,0.4532921967380755,3.3189140863612714,13.657846661377349,86.34217495287707,0.0
compound-v3,2025-02,28,2048275232,900264665,2948539896,0.3053,18,2224136,0,0,2224136,0,20.27777777777778,0.0,0.0,5.009697404435568,0.0,100.0,
compound-v3,2025-03,31,1822625643,786440631,2609066274,0.3014,31,3126719,0,0,3126719,0,11.774193548387096,0.0,0.0,4.681166413109619,0.0,100.0,
compound-v3,2025-04,30,1737963585,728089106,2466052691,0.2952,30,2593628,0,0,2593628,0,12.166666666666666,0.0,0.0,4.334058437805184,0.0,100.0,
compound-v3,2025-05,31,2057041845,861112475,2918154320,0.2951,31,2981084,0,0,2981084,0,11.774193548387096,0.0,0.0,4.076106318167089,0.0,100.0,
compound-v3,2025-06,30,2067094440,876659910,2943754350,0.2978,30,3074467,0,0,3074467,0,12.166666666666666,0.0,0.0,4.266878722293422,0.0,100.0,
compound-v3,2025-07,31,2293565328,970666681,3264232009,0.2974,31,4600104,0,0,4600104,0,11.774193548387096,0.0,0.0,5.579929330932672,0.0,100.0,
compound-v3,2025-08,31,2314695158,1005906470,3320601628,0.3029,31,3991858,0,0,3991858,0,11.774193548387096,0.0,0.0,4.672492931641787,0.0,100.0,
