project,month,days_t,net_tvl,borrowed,supply,util,days_f,fees,revenue,holders_rev,supply_side_rev,protocol_rev,pool_days,pools,base_apy_w,reward_apy_w,organic,avg_pool_tvl,incentives_usd,ann,inc_dep,inc_coc,rev_to_supply,net_to_protocol
venus-core-pool,2026-06,30,1040272816,400063304,1440336120,0.2778,30,1016985,350760,98977,666222,251771,420.0,14.0,0.3538,0.0,1.0,71487735.0,0.0,12.166666666666666,0.0,0.0,0.2962905630666264,0.2962905630666264
venus-core-pool,2026-07,31,1034292605,381080137,1415372742,0.2692,31,856382,200198,73475,656192,126737,434.0,14.0,0.3366,0.0,1.0,71632723.0,0.0,11.774193548387096,0.0,0.0,0.16654058185896586,0.16654058185896586
venus-core-pool,2026-08,31,1133098252,413652232,1546750483,0.2674,31,1031574,345853,109952,685706,235909,434.0,14.0,0.3279,0.0,1.0,79010654.0,0.0,11.774193548387096,0.0,0.0,0.26327065716457404,0.26327065716457404
fluid-lending,2024-02,10,19301496,20964207,40265704,0.5206,7,6129,990,0,6129,0,,,,,,,0.0,52.142857142857146,0.0,0.0,0.1282019769763086,0.1282019769763086
fluid-lending,2024-03,31,71278311,89297803,160576114,0.5561,31,604534,2475,0,582795,0,,,,,,,0.0,11.774193548387096,0.0,0.0,0.018147860417308433,0.018147860417308433
fluid-lending,2024-04,30,145427346,199275506,344702852,0.5781,30,3952111,69631,0,3855005,51843,,,,,,,0.0,12.166666666666666,0.0,0.0,0.2457702806203259,0.2457702806203259
fluid-lending,2024-05,31,310133334,285613299,595746633,0.4794,31,3785545,319314,0,3200162,295592,4.0,2.0,13.2522,0.0,1.0,52825556.0,0.0,11.774193548387096,0.0,0.0,0.6310845299749562,0.6310845299749562
fluid-lending,2024-06,30,402870298,350670442,753540741,0.4654,30,3751646,322053,0,3291004,310009,60.0,2.0,12.4419,0.0,1.0,58870554.0,0.0,12.166666666666666,0.0,0.0,0.519986682445349,0.519986682445349
fluid-lending,2024-07,31,371343081,319449878,690792959,0.4624,31,1585091,165373,0,1295591,149166,62.0,2.0,11.671,0.0,1.0,67567322.0,0.0,11.774193548387096,0.0,0.0,0.2818693624926509,0.2818693624926509
fluid-lending,2024-08,31,365553920,298530523,664084442,0.4495,31,1145756,110154,0,1009873,107287,62.0,2.0,10.6084,0.0,1.0,67596993.0,0.0,11.774193548387096,0.0,0.0,0.19530265040135245,0.19530265040135245
fluid-lending,2024-09,30,395459274,342350848,737810121,0.464,30,1011258,101950,0,850689,94826,60.0,2.0,8.4474,0.0,1.0,74648448.0,0.0,12.166666666666666,0.0,0.0,0.16811800643036537,0.16811800643036537
fluid-lending,2024-10,31,411309677,335106110,746415787,0.449,31,1195066,123300,0,1071768,123300,164.0,8.0,5.8955,2.0783,0.7394,35680019.0,333179.0,11.774193548387096,2.7021816707218167,0.5255668624085605,0.19449723462455773,-0.33106962778400284
fluid-lending,2024-11,30,495438071,475540372,970978443,0.4898,30,2349690,334115,0,1953335,326819,270.0,9.0,7.8572,4.2298,0.6501,27077814.0,847234.0,12.166666666666666,2.5357556529937297,1.0616109699426834,0.41865665119955014,-0.6429543187431332
fluid-lending,2024-12,31,671386034,646456418,1317842452,0.4905,31,3973410,568423,0,3404981,568423,317.0,28.0,9.1157,3.8929,0.7007,36251636.0,1225664.0,11.774193548387096,2.156253353576474,1.0950630053986392,0.5078545169946338,-0.5872084884040056
fluid-lending,2025-01,31,769444809,721016118,1490460928,0.4838,31,4010852,430392,0,3356464,405128,869.0,29.0,3.5717,1.4378,0.713,37141947.0,1271422.0,11.774193548387096,2.9541023067343257,1.004385182358663,0.33999674962814047,-0.6643884327305224
fluid-lending,2025-02,28,857211490,713012675,1570224164,0.4541,28,3228031,459019,0,2769017,459019,838.0,30.0,2.7253,1.4714,0.6494,34549954.0,1167178.0,13.035714285714286,2.5427662035776297,0.9689698628642062,0.3810691920872953,-0.5879006707769111
fluid-lending,2025-03,31,797507520,631133524,1428641043,0.4418,31,2196782,213858,0,1982918,213858,930.0,30.0,1.9241,1.3764,0.583,31574639.0,1107328.0,11.774193548387096,5.177865686577075,0.9126081220633381,0.1762517951033672,-0.7363563269599709
fluid-lending,2025-04,30,756755507,570310398,1327065905,0.4298,30,1836337,207020,0,1629303,207020,900.0,30.0,1.7163,1.6718,0.5066,28293588.0,1166344.0,12.166666666666666,5.633967732586224,1.069315292722155,0.18979790859243972,-0.8795173841297154
fluid-lending,2025-05,31,926719072,800996375,1727715447,0.4636,31,4381562,340069,0,4041495,340069,930.0,30.0,1.7107,1.3586,0.5574,36450764.0,1261807.0,11.774193548387096,3.7104440569413852,0.8599077969990319,0.23175333836130546,-0.6281544586377263
fluid-lending,2025-06,30,988900898,980259063,1969159961,0.4978,30,4207197,367531,0,3839678,367531,930.0,32.0,2.0314,1.0766,0.6536,39970245.0,1096381.0,12.166666666666666,2.9830980243843377,0.6774107960174326,0.22708298234927735,-0.45032781366815533
fluid-lending,2025-07,31,1165786363,1137055913,2302842276,0.4938,31,4125921,560565,0,3565356,560565,946.0,36.0,2.062,1.1868,0.6347,47403303.0,1458149.0,11.774193548387096,2.601213061821555,0.7455364497740832,0.28661106647373413,-0.45892538330034915
fluid-lending,2025-08,31,1355594606,1408118904,2763713509,0.5095,31,5575804,672553,0,4903252,672553,974.0,37.0,2.3786,1.2932,0.6478,52573484.0,1814293.0,11.774193548387096,2.697620856646242,0.772939628724877,0.2865264133840577,-0.48641321534081927
fluid-lending,2025-09,30,1508399581,1558941226,3067340807,0.5082,30,6254614,967603,0,5287007,967603,978.0,33.0,2.638,1.244,0.6795,53136005.0,1771146.0,12.166666666666666,1.8304469911730328,0.7025284882209047,0.3838016023456068,-0.31872688587529796
fluid-lending,2025-10,31,2180957125,2021537305,4202494430,0.481,31,8734804,1058161,1650393,7676632,1058161,1023.0,33.0,1.9989,1.2442,0.6163,53068923.0,1850671.0,11.774193548387096,1.7489503015136638,0.5185053522697256,0.2964666016072468,-0.22203875066247875
fluid-lending,2025-11,30,1762678586,1608317112,3370995699,0.4771,30,7496852,889808,892451,6607051,889808,1038.0,37.0,2.2199,1.0713,0.6745,40298130.0,1227671.0,12.166666666666666,1.3797032618272707,0.4430935298364298,0.3211513244156569,-0.12194220542077291
fluid-lending,2025-12,31,1593470165,1493633048,3087103213,0.4838,31,5366650,725449,669961,4641195,725449,1023.0,33.0,1.9848,0.7809,0.7177,42492064.0,929992.0,11.774193548387096,1.2819536590442608,0.3546984033556384,0.27668582312099943,-0.07801258023463895
fluid-lending,2026-01,31,1567695403,1450958033,3018653436,0.4807,31,5101906,821420,729271,4280479,821420,1023.0,33.0,1.803,0.6944,0.7219,44139503.0,859084.0,11.774193548387096,1.0458523045457866,0.33508388772597675,0.32039312460233443,-0.014690763123642378
fluid-lending,2026-02,28,1216403445,1014023533,2230426978,0.4546,28,3121325,576679,319207,2544639,576679,951.0,35.0,1.6515,0.6646,0.713,33559903.0,581136.0,13.035714285714286,1.0077287364374288,0.3396445134435985,0.33703962302824286,-0.0026048904153556456
fluid-lending,2026-03,31,947175713,879050000,1826225713,0.4813,31,2765345,445100,484025,2320240,445100,1094.0,42.0,1.6606,0.6242,0.7268,31482938.0,589038.0,11.774193548387096,1.3233835093237474,0.37976945401572265,0.28696855547926986,-0.0928008985364528
fluid-lending,2026-04,30,762500867,817015120,1579515987,0.5173,30,3165847,492542,0,2673307,492542,1234.0,42.0,2.4983,0.5227,0.827,25381748.0,448523.0,12.166666666666666,0.9106289412882557,0.34548747073449737,0.3793943450180054,0.033906874283507964
fluid-lending,2026-05,31,807204307,825535744,1632740051,0.5056,31,3044015,412770,0,2631244,412770,1167.0,46.0,2.1312,0.4818,0.8156,25682687.0,395602.0,11.774193548387096,0.958407830026407,0.28528083899676643,0.29766121483889185,0.012380375842125382
fluid-lending,2026-06,30,598193306,673165958,1271359264,0.5295,30,2976355,372590,0,2603761,372590,1431.0,50.0,2.5015,0.3885,0.8656,19980597.0,304312.0,12.166666666666666,0.8167476314447516,0.29122080371034026,0.35656155279593205,0.0653407490855918
fluid-lending,2026-07,31,640017490,740969604,1380987094,0.5366,31,3267646,360441,0,2907209,360441,1550.0,50.0,2.3979,0.1019,0.9592,20927188.0,90567.0,11.774193548387096,0.2512671976828385,0.07721675254821564,0.307309323542034,0.23009257099381838
fluid-lending,2026-08,31,694086253,785552679,1479638932,0.5309,31,3284157,388962,0,2895190,388962,1550.0,50.0,2.2734,0.0531,0.9772,22423456.0,50561.0,11.774193548387096,0.1299895619623511,0.040233802120583834,0.30951563735738075,0.2692818352367969
euler-v2,2024-08,3,3510333,2650,3512983,0.0008,2,11,1,0,10,1,,,,,,,0.0,182.5,0.0,0.0,0.0051950151765607746,0.0051950151765607746
euler-v2,2024-09,27,4575533,1292764,5868297,0.2203,30,2092,176,0,1915,176,18.0,3.0,0.6005,0.0,1.0,810650.0,0.0,12.166666666666666,0.0,0.0,0.03648985955096228,0.03648985955096228
euler-v2,2024-10,31,7531037,3887993,11419030,0.3405,31,11225,869,95,10352,869,93.0,3.0,1.0509,0.0,1.0,639373.0,0.0,11.774193548387096,0.0,0.0,0.08960283135737787,0.08960283135737787
euler-v2,2024-11,30,35509347,20049243,55558590,0.3609,30,73478,6301,3374,67176,6301,113.0,4.0,0.9314,0.0,1.0,2791299.0,0.0,12.166666666666666,0.0,0.0,0.13798436329407684,0.13798436329407684
euler-v2,2024-12,31,70143114,48586158,118729272,0.4092,31,409798,26415,18712,383383,26415,130.0,5.0,1.5743,0.0,1.0,3336289.0,0.0,11.774193548387096,0.0,0.0,0.2619533644412855,0.2619533644412855
euler-v2,2025-01,31,137516997,100691772,238208769,0.4227,31,1055918,43657,39074,1012261,43657,169.0,6.0,2.6117,0.0,1.0,3078785.0,0.0,11.774193548387096,0.0,0.0,0.21578801229686695,0.21578801229686695
euler-v2,2025-02,28,206195798,146791336,352987134,0.4159,28,898255,38872,27728,859384,38872,164.0,6.0,2.0891,0.0,1.0,4178319.0,0.0,13.035714285714286,0.0,0.0,0.1435531884610519,0.1435531884610519
euler-v2,2025-03,31,438617925,366366145,804984070,0.4551,31,1902940,86327,64265,1816625,86327,190.0,8.0,2.136,0.0,1.0,5685815.0,0.0,11.774193548387096,0.0,0.0,0.1262671951323972,0.1262671951323972
euler-v2,2025-04,30,655114471,558105960,1213220431,0.46,30,2454285,120181,98852,2334087,120181,238.0,8.0,2.319,0.0,1.0,11037517.0,0.0,12.166666666666666,0.0,0.0,0.12052238235564848,0.12052238235564848
euler-v2,2025-05,31,891223728,814159682,1705383411,0.4774,31,4383468,213598,173564,4169884,213598,346.0,13.0,1.4389,0.3374,0.81,11598256.0,37101.0,11.774193548387096,0.17369544658657854,0.02561502310982135,0.1474708958306143,0.12185587272079296
euler-v2,2025-06,30,1054312284,995060241,2049372525,0.4855,30,5080274,217224,165730,4863052,217224,390.0,13.0,1.4421,0.2456,0.8545,12597102.0,33056.0,12.166666666666666,0.15217471365963245,0.01962460843146774,0.12896103406090115,0.1093364256294334
euler-v2,2025-07,31,1138195076,1289858878,2428053953,0.5312,31,7247310,301095,238619,6946226,301095,403.0,13.0,1.9545,0.2514,0.886,9276481.0,25748.0,11.774193548387096,0.08551453860077385,0.012485798971200661,0.14600790901171595,0.13352211004051528
euler-v2,2025-08,31,1314553281,1426414160,2740967442,0.5204,31,8479473,345778,243452,8133692,345778,424.0,14.0,2.1575,0.1913,0.9185,7237659.0,16085.0,11.774193548387096,0.04651828629930187,0.006909527647932071,0.14853358104113495,0.14162405339320286
euler-v2,2025-09,30,1584632726,1510307914,3094940639,0.488,30,9875314,643722,495289,9231577,643722,412.0,18.0,1.9634,0.2218,0.8985,6506244.0,16292.0,12.166666666666666,0.02530906198638543,0.006404624723186277,0.2530565821298132,0.24665195740662688
euler-v2,2025-10,31,1820185427,1734774697,3554960124,0.488,31,11612861,818808,712649,10794054,818808,528.0,18.0,2.1882,3.3524,0.3949,6184489.0,299921.0,11.774193548387096,0.3662897773348575,0.09933523246534752,0.271193024244672,0.17185779177932448
euler-v2,2025-11,30,1112815241,1302601250,2415416491,0.5393,30,8547831,534021,360064,8013802,534021,559.0,19.0,2.7034,5.2871,0.3383,8486554.0,687176.0,12.166666666666666,1.2867958376168727,0.3461366337642237,0.2689911046069777,-0.07714552915724601
euler-v2,2025-12,31,1022345641,1119352348,2141697989,0.5226,31,4983098,303777,169496,4679295,303777,586.0,19.0,1.731,4.9148,0.2605,13764931.0,1086135.0,11.774193548387096,3.575435269951313,0.5971133080088734,0.16700436811907501,-0.4301089398897984
euler-v2,2026-01,31,863054546,966631190,1829685736,0.5283,31,3928885,233523,115955,3695369,233523,559.0,21.0,1.7879,5.0053,0.2632,16047231.0,1230137.0,11.774193548387096,5.2677337992403315,0.7916043090927969,0.1502741670824284,-0.6413301420103686
euler-v2,2026-02,28,532608156,764102717,1296710874,0.5893,28,2815175,160464,130983,2654599,160464,605.0,23.0,1.9623,4.4654,0.3053,14323140.0,1060135.0,13.035714285714286,6.606684365340513,1.0657438941385569,0.16131297262051472,-0.904430921518042
euler-v2,2026-03,31,511196405,781388860,1292585265,0.6045,31,2679023,153394,88310,2525221,153394,802.0,28.0,1.7556,3.7473,0.319,10715097.0,882255.0,11.774193548387096,5.751561338774659,0.8036484253928314,0.13972700247060996,-0.6639214229222214
euler-v2,2026-04,30,444198923,783452652,1227651575,0.6382,30,2716086,155335,46891,2560571,155335,863.0,30.0,1.9896,3.0228,0.3969,7568436.0,540914.0,12.166666666666666,3.482241606849712,0.5360739535021029,0.1539450773454729,-0.3821288761566299
euler-v2,2026-05,31,355031161,737559594,1092590754,0.6751,31,2335444,99753,0,2235396,99753,913.0,30.0,1.8383,2.4894,0.4248,4743281.0,295362.0,11.774193548387096,2.9609335057592254,0.31829386640029256,0.10749780965401232,-0.21079605674628027
euler-v2,2026-06,30,276291005,660475864,936766869,0.7051,30,2069923,62281,0,2007757,62281,1001.0,34.0,1.7199,1.3173,0.5663,2637889.0,95300.0,12.166666666666666,1.53016168654967,0.12377501507617188,0.0808901543962126,-0.04288486067995928
euler-v2,2026-07,31,304978984,592174031,897153015,0.6601,31,2195210,68053,0,2127086,68053,1168.0,42.0,2.3103,1.5651,0.5961,3202849.0,160410.0,11.774193548387096,2.3571334107239945,0.21052132195050074,0.08931243390497741,-0.12120888804552334
euler-v2,2026-08,31,359120784,591311992,950432776,0.6222,22,1634857,51840,1,1583016,51840,1292.0,44.0,2.6524,1.3471,0.6632,3712323.0,177016.0,16.59090909090909,3.4146604938271605,0.3090020081163913,0.09049274698758149,-0.21850926112880983
moonwell-lending,2024-06,30,123935444,153549447,277484891,0.5534,30,860708,175622,10226,685089,165396,110.0,5.0,1.9936,3.633,0.3543,14889163.0,163018.0,12.166666666666666,0.9282322260309073,0.7147724906819041,0.7700362804017798,0.05526378971987583
moonwell-lending,2024-07,31,110388290,131115477,241503767,0.5429,31,1042104,259678,0,782428,259678,155.0,5.0,3.3727,2.8703,0.5402,11520432.0,140423.0,11.774193548387096,0.540758169733285,0.6846135781580422,1.266025400033642,0.5814118218755996
moonwell-lending,2024-08,31,86501711,93609514,180111225,0.5197,31,974092,266488,0,707600,266488,257.0,11.0,4.168,1.1306,0.7866,5122762.0,40781.0,11.774193548387096,0.15303128095824203,0.26659270520023065,1.7420798122507803,1.4754871070505495
moonwell-lending,2024-09,30,88312606,99606688,187919294,0.5301,30,707767,178208,0,529550,178208,337.0,12.0,4.1527,0.8284,0.8337,4230287.0,32357.0,12.166666666666666,0.18156872867660262,0.20949250337931416,1.1537917619748683,0.9442992585955543
moonwell-lending,2024-10,31,121881681,155182039,277063720,0.5601,31,865251,199497,0,665754,199497,382.0,13.0,2.9837,1.1737,0.7177,6633528.0,81483.0,11.774193548387096,0.40844223221401826,0.34627291256438253,0.8477891982113647,0.5015162856469821
moonwell-lending,2024-11,30,177155990,280659835,457815825,0.613,30,1395829,241221,0,1154607,241221,390.0,13.0,1.359,1.2412,0.5227,11141504.0,147755.0,12.166666666666666,0.6125295890490463,0.39266572607736594,0.6410559311705749,0.24839020509320894
moonwell-lending,2024-12,31,210624772,302363255,512988027,0.5894,31,2063508,377006,0,1686505,377006,403.0,13.0,0.6526,0.6166,0.5142,13641724.0,92874.0,11.774193548387096,0.24634621199662604,0.21316607680063912,0.8653109583984939,0.652144881597855
moonwell-lending,2025-01,31,183150264,252286545,435436809,0.5794,31,1734267,331156,0,1403116,331156,424.0,15.0,0.4156,0.5296,0.4397,11208387.0,68959.0,11.774193548387096,0.2082372054258416,0.18646485462905038,0.8954444727959775,0.708979618166927
moonwell-lending,2025-02,28,147585198,193525359,341110557,0.5673,28,1699004,418846,0,1280161,418846,397.0,16.0,0.3966,0.3857,0.507,7596917.0,31870.0,13.035714285714286,0.07609001876584712,0.12179283395374783,1.6006413972447902,1.4788485632910422
moonwell-lending,2025-03,31,122035204,144491707,266526911,0.5421,31,670330,136928,0,533403,136928,496.0,16.0,0.4045,0.3639,0.5265,6133961.0,30329.0,11.774193548387096,0.22149596868427202,0.13398253661861267,0.6048983076960467,0.470915771077434
moonwell-lending,2025-04,30,112083232,137670598,249753830,0.5512,30,744170,166006,0,578169,166006,448.0,16.0,0.5259,0.4294,0.5505,5532613.0,29159.0,12.166666666666666,0.175650277700806,0.14204700417740673,0.8086921696722995,0.6666451654948928
moonwell-lending,2025-05,31,152018726,198043334,350062060,0.5657,31,737849,124028,0,613828,124028,496.0,16.0,0.5395,0.5325,0.5033,7481553.0,54137.0,11.774193548387096,0.4364901473860741,0.18208757502284945,0.41716308171738314,0.23507550669453367
moonwell-lending,2025-06,30,161208782,217500817,378709599,0.5743,30,795158,132761,0,662398,132761,288.0,16.0,0.5088,0.5311,0.4892,8193607.0,34339.0,12.166666666666666,0.2586527670023576,0.11031966651224667,0.4265164753147261,0.3161968088024794
moonwell-lending,2025-07,31,183032539,231922675,414955214,0.5589,31,821717,121863,0,699854,121863,459.0,17.0,0.5394,0.4964,0.5207,9028530.0,56365.0,11.774193548387096,0.46252759246038583,0.15993350534326306,0.34578154460473814,0.1858480392614751
moonwell-lending,2025-08,31,203099105,208841950,411941054,0.507,31,1336844,266511,0,1070339,266511,527.0,17.0,0.4671,0.3803,0.5513,9762354.0,53599.0,11.774193548387096,0.20111365009324192,0.1531978893271463,0.7617478438490847,0.6085499545219384
moonwell-lending,2025-09,30,188236226,167289653,355525879,0.4705,30,953291,169221,0,784076,169221,510.0,17.0,0.4538,0.2824,0.6165,9108063.0,35933.0,12.166666666666666,0.21234362165452278,0.12296849797911148,0.5791014442580142,0.4561329462789027
moonwell-lending,2025-10,31,172168218,135386184,307554401,0.4402,31,2162143,557294,0,1604850,557294,425.0,17.0,0.4465,0.3429,0.5656,8463034.0,33786.0,11.774193548387096,0.060625091962231786,0.12934391507075407,2.13350464113659,2.0041607260658356
moonwell-lending,2025-11,30,112438233,79754215,192192448,0.415,30,836971,180067,0,656904,180067,492.0,17.0,0.735,0.3268,0.6923,5149546.0,22682.0,12.166666666666666,0.12596422442757418,0.14358750107253607,1.139906999190034,0.996319498117498
moonwell-lending,2025-12,31,87584577,66809166,154393743,0.4327,31,312284,60901,0,251376,60901,527.0,17.0,0.5203,0.2588,0.6678,3978328.0,14865.0,11.774193548387096,0.2440846619924139,0.1133617099345627,0.4644360239976322,0.3510743140630695
moonwell-lending,2026-01,31,87829712,63458105,151287816,0.4195,31,412097,99793,0,312306,99793,527.0,17.0,0.4888,0.2285,0.6814,3811926.0,12578.0,11.774193548387096,0.12604090467267243,0.09789010798570381,0.7766534859450899,0.6787633779593861
moonwell-lending,2026-02,28,56692381,37974185,94666566,0.4011,28,1285580,356428,0,929150,356428,476.0,17.0,0.7689,0.2531,0.7523,2045886.0,6753.0,13.035714285714286,0.01894632296003681,0.0929897241349481,4.908061808673373,4.815072084538423
moonwell-lending,2026-03,31,48869377,31912882,80782259,0.395,31,219214,55774,0,163430,55774,527.0,17.0,0.9207,0.2892,0.7609,1603720.0,6697.0,11.774193548387096,0.12007386954494927,0.09761026142330134,0.8129184292404374,0.715308167817136
moonwell-lending,2026-04,30,47048022,32523323,79571346,0.4087,30,196096,50486,0,145616,50486,510.0,17.0,0.7977,0.2885,0.7344,1637760.0,6603.0,12.166666666666666,0.1307887335102801,0.10096159489371966,0.7719441283968392,0.6709825335031196
moonwell-lending,2026-05,31,48732401,33976752,82709152,0.4108,31,130921,29047,0,101873,29047,522.0,18.0,0.4915,0.2571,0.6566,1859828.0,6838.0,11.774193548387096,0.23541157434502702,0.09734344209437787,0.41350321183319594,0.31615976973881804
moonwell-lending,2026-06,30,45700377,29928857,75629234,0.3957,30,201182,44796,0,156380,44796,523.0,18.0,0.26,0.1491,0.6355,1877679.0,4011.0,12.166666666666666,0.08953924457540852,0.06452597417554169,0.7206446121085929,0.6561186379330511
moonwell-lending,2026-07,31,48230122,31673844,79903966,0.3964,31,145894,23361,0,122524,23361,548.0,18.0,0.2996,0.1344,0.6903,1819711.0,3672.0,11.774193548387096,0.15718505200975985,0.05410850158511208,0.34423439693077434,0.29012589534566224
moonwell-lending,2026-08,31,44192076,32579130,76771206,0.4244,31,405604,68027,0,337582,68027,558.0,18.0,0.8087,0.0819,0.908,1671119.0,2093.0,11.774193548387096,0.030767195378305672,0.03209977852474298,1.0433118173448115,1.0112120388200685
